latitude,longitude,language
43.9262685,1.41479,fr
43.9262685,1.41479,fr
43.9262685,1.41479,fr
43.9262685,1.41479,fr
43.9262685,1.41479,fr
43.9262685,1.41479,fr
50.628974,3.0715885,fr
51.5037865,-0.18919,en
51.5037865,-0.18919,en
51.5037865,-0.18919,en
52.1321815,-4.544256000000001,en
52.1321815,-4.544256000000001,und
47.526347,1.381746,fr
55.616164499999996,12.3068685,en
55.616164499999996,12.3068685,en
51.5651955,-0.2631405,en
52.383790000000005,4.6430110000000004,und
41.668173,26.572273,tr
50.8717925,0.565823,en
38.0791125,-3.453638,es
38.0791125,-3.453638,es
38.0791125,-3.453638,es
52.404436,-4.0016169999999995,en
57.739454,-4.200441,en
50.05958,14.4658755,cs
50.05958,14.4658755,cs
52.4939665,-1.8906405,en
36.764878,-4.424030999999999,es
53.4569525,-2.23348,en
38.3489055,-0.515521,en
56.181753,9.5416265,da
56.181753,9.5416265,de
53.3831645,-1.449612,und
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
53.4559985,-2.3312305,en
55.140302,-1.5876815,en
43.2406145,6.532916,fr
52.0571135,1.161663,und
52.0571135,1.161663,und
52.0571135,1.161663,en
52.5832685,-0.265658,und
52.5832685,-0.265658,en
38.3952685,-0.7949585,und
51.9244575,4.2716075,und
52.020831,0.2474445,en
51.0710931,-0.31489134,en
44.471556500000005,11.264687,it
44.471556500000005,11.264687,it
55.9431955,-3.2030085,en
45.461345,9.1593365,it
37.632516,-0.956809,es
37.632516,-0.956809,es
51.54143886,0.69712743,en
51.454107,-0.01799,en
50.521176,36.496557,ar
50.521176,36.496557,ar
51.236420499999994,-0.5701175,und
45.29018,19.830623,und
37.4888035,14.5251045,it
37.4888035,14.5251045,pt
37.4888035,14.5251045,und
37.4888035,14.5251045,it
37.4888035,14.5251045,en
56.036226,12.5064935,it
56.036226,12.5064935,nl
56.036226,12.5064935,da
48.382929,31.181446,ru
60.4716865,17.825953,en
55.910872999999995,-4.4251495,en
55.910872999999995,-4.4251495,en
55.910872999999995,-4.4251495,en
53.738406,-1.8338275,en
41.94056843,12.54739666,it
40.4717445,-3.889634,es
51.584990000000005,0.07886299999999999,en
48.5693065,7.762207999999999,es
40.4777945,-3.7035075,es
55.952703,-4.1589585,en
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.526062,-0.468517,es
39.887305,-0.074653,es
43.3531475,-5.8812,es
43.3531475,-5.8812,es
43.3531475,-5.8812,es
43.3531475,-5.8812,es
43.3531475,-5.8812,es
43.3531475,-5.8812,fr
51.489262999999994,-0.08816099999999999,en
39.401221500000005,-6.440787,es
39.536066,-0.4242175,es
40.429167,-4.249167,en
52.447226,-1.7874955,en
39.5788245,32.13519,tr
55.9431955,-3.2030085,en
36.804739999999995,-6.2998705,es
41.1575,28.86833333,tr
51.781098,5.811104500000001,und
51.781098,5.811104500000001,nl
51.781098,5.811104500000001,nl
61.9750525,29.0345175,fi
53.9318445,-1.2074825,en
52.4939665,-1.8906405,en
60.9715665,25.689017999999997,fi
51.2721985,1.01534,en
55.6532265,-4.704375000000001,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
40.4777945,-3.7035075,es
40.4777945,-3.7035075,es
55.85830249999999,-4.2417514999999995,en
40.9440335,29.155461000000003,tr
40.9440335,29.155461000000003,tr
40.9440335,29.155461000000003,tr
40.9440335,29.155461000000003,tr
40.9440335,29.155461000000003,tl
37.798666,-4.030642,und
48.382929,31.181446,uk
41.68336,2.2049845,ca
41.68336,2.2049845,und
41.68336,2.2049845,ca
53.824409,-1.89734,und
53.824409,-1.89734,en
47.2102115,7.4961665,tr
53.2735025,-6.399521,en
45.2213725,5.814439500000001,und
44.8184445,0.149978,en
50.902487,6.042578000000001,nl
50.902487,6.042578000000001,nl
41.18072,40.88741,tr
51.6680785,-0.3922755,en
47.38093,8.4237975,de
47.5598905,7.5829205,en
47.5598905,7.5829205,en
37.3188315,40.7352145,pt
37.3188315,40.7352145,no
37.3188315,40.7352145,pl
37.3188315,40.7352145,tr
51.3796495,-2.366933,en
51.3796495,-2.366933,en
51.3796495,-2.366933,en
51.3796495,-2.366933,en
40.1809345,-3.654526,es
41.392657,2.1412275000000003,es
52.5338265,-2.41972,en
52.5338265,-2.41972,en
43.345661,-8.422813000000001,es
43.345661,-8.422813000000001,es
51.5424365,-0.159403,en
52.238854,-0.882951,en
51.9244575,4.2716075,en
51.9244575,4.2716075,und
51.95849,6.280449000000001,nl
44.5353605,0.8959565,fr
40.6547765,22.9238475,en
57.447382000000005,-2.7892825,und
57.447382000000005,-2.7892825,und
57.447382000000005,-2.7892825,und
57.447382000000005,-2.7892825,und
45.0536305,39.0332435,ru
45.0536305,39.0332435,ru
45.0536305,39.0332435,ru
46.204758,6.1430255,fr
38.236216,-0.6463220000000001,und
51.5343,-0.13926,en
52.506701,13.4246065,en
49.543066,0.955027,fr
47.529696,2.886543,fr
51.0707245,-0.3135045,fr
40.4777945,-3.7035075,es
53.4569525,-2.23348,und
53.4569525,-2.23348,en
51.390063,-0.278464,und
51.390063,-0.278464,und
52.4939665,-1.8906405,en
52.4939665,-1.8906405,en
52.1455165,-9.8693295,en
52.1455165,-9.8693295,en
39.993263,-5.5062045,es
46.204758,6.1430255,en
47.530838,21.6602395,in
47.530838,21.6602395,tl
47.530838,21.6602395,tl
47.530838,21.6602395,hi
45.0728725,7.6757855,it
51.083746000000005,3.714562,nl
52.479195,4.635976,nl
52.6262635,-1.13067,en
52.6262635,-1.13067,en
52.238854,-0.882951,und
41.8984165,12.5451455,es
51.524835499999995,-0.17311500000000002,en
51.524835499999995,-0.17311500000000002,en
43.509797,-5.6919445,es
43.509797,-5.6919445,es
43.509797,-5.6919445,es
43.509797,-5.6919445,es
43.509797,-5.6919445,es
53.765817,-0.33394250000000003,en
37.058257,27.363989,tr
40.358193,-5.521966,es
41.6693305,-4.779514,es
41.6693305,-4.779514,es
41.6693305,-4.779514,und
48.7461395,2.4923789999999997,fr
51.888605,0.82763,en
53.9318445,-1.2074825,en
53.220721,-0.54739,en
59.0159835,16.1939735,de
59.0159835,16.1939735,de
59.0159835,16.1939735,de
48.8588335,2.347003,en
41.392657,2.1412275000000003,es
41.392657,2.1412275000000003,es
52.200974,0.135916,en
39.972817500000005,32.9054875,und
40.1839485,28.8292025,tr
52.796791,-0.8380555,en
52.796791,-0.8380555,en
45.7162815,8.916287,und
55.7547875,37.427642500000005,ru
55.7547875,37.427642500000005,ru
55.7547875,37.427642500000005,ru
52.715233,-2.7621095,en
52.715233,-2.7621095,en
38.3489055,-0.515521,es
48.382929,31.181446,und
48.382929,31.181446,und
51.5424365,-0.159403,en
51.5424365,-0.159403,en
37.7383965,30.619711,tr
51.718321,-0.05573099999999999,en
51.432565499999995,0.361443,en
37.1960925,40.5863955,tr
50.929578,8.748314,en
53.9318445,-1.2074825,en
49.093557,-1.3431965,fr
53.3476,-6.2591,en
36.747799,-4.674056,und
40.7592495,30.381503,tr
51.536987,9.927049,de
46.6199135,9.98317,und
46.6199135,9.98317,fr
46.6199135,9.98317,de
40.975755,37.0348765,tr
51.183555,-2.8633040000000003,ca
51.183555,-2.8633040000000003,es
51.183555,-2.8633040000000003,en
50.997507,-3.927119,en
54.3715225,18.3798065,pl
54.3715225,18.3798065,pl
54.3715225,18.3798065,pl
54.3715225,18.3798065,pl
52.892325,-2.1481519999999996,en
53.3831645,-1.449612,en
41.8984165,12.5451455,tl
52.6221095,-1.683398,en
52.6221095,-1.683398,en
41.547369,2.2587505,es
41.005144,28.849402,tr
40.995473,28.87019,tr
41.005144,28.849402,tr
41.630276,32.3343185,tr
51.018255,2.3431065,fr
59.934148,30.328698,ru
59.934148,30.328698,ru
59.934148,30.328698,ru
40.6619325,-3.723863,es
55.7547875,37.427642500000005,ru
51.4970015,-3.1798,en
41.8984165,12.5451455,en
37.916841,-1.1177955,es
52.404436,-4.0016169999999995,en
52.404436,-4.0016169999999995,en
51.292942,-0.7689714999999999,en
52.506701,13.4246065,de
51.457877,-2.5853900000000003,en
51.457877,-2.5853900000000003,en
51.457877,-2.5853900000000003,en
49.2126065,-2.132504,en
54.6868755,-5.898617,en
54.6868755,-5.898617,en
51.4970015,-3.1798,en
51.4970015,-3.1798,en
51.4970015,-3.1798,und
52.200974,0.135916,en
45.121453,8.2613485,it
45.121453,8.2613485,it
45.121453,8.2613485,it
45.121453,8.2613485,es
45.121453,8.2613485,it
36.527872,36.422467,tr
51.578886999999995,-3.2246930000000003,en
36.9797625,35.3740145,und
48.749677000000005,2.460147,fr
40.202796000000006,29.1205295,und
40.154886,29.9339545,tr
40.154886,29.9339545,tr
53.3831645,-1.449612,en
50.3865185,19.121232,pl
50.3865185,19.121232,pl
50.3865185,19.121232,und
41.8984165,12.5451455,it
41.8984165,12.5451455,it
53.546259500000005,-2.7743115,en
53.546259500000005,-2.7743115,en
53.546259500000005,-2.7743115,en
53.546259500000005,-2.7743115,hu
53.546259500000005,-2.7743115,en
44.6993915,10.632197,en
41.0098165,28.8448725,und
43.6072845,11.3318915,it
51.007161999999994,3.3694305,nl
51.007161999999994,3.3694305,und
51.007161999999994,3.3694305,und
51.007161999999994,3.3694305,und
36.5543975,-4.61312,es
39.972817500000005,32.9054875,und
39.972817500000005,32.9054875,tr
51.47496745,-0.07939436,en
53.717188,27.978099,ru
53.717188,27.978099,ru
51.9244575,4.2716075,nl
51.4970015,-3.1798,en
51.4970015,-3.1798,en
44.781615,10.3291815,it
44.781615,10.3291815,it
52.506701,13.4246065,de
52.503654,13.301924,de
52.506701,13.4246065,en
47.2247825,-1.6303855,fr
51.31923924,4.85544009,en
38.745082999999994,-8.770448,pt
53.257283,-6.174398500000001,en
48.4234755,2.6816614999999997,en
51.454107,-0.01799,en
50.274203,-3.67823,en
50.274203,-3.67823,en
57.471961,-4.2219125,en
51.4603395,-0.115406,en
41.73379,27.2151665,tr
44.4663285,16.4688705,fr
44.4663285,16.4688705,und
44.4663285,16.4688705,und
54.9777855,-1.8195495,en
53.35794067,-6.28489422,en
37.870034,32.510723999999996,tr
41.2223025,-8.66218,pt
41.2223025,-8.66218,pt
41.2223025,-8.66218,pt
40.4777945,-3.7035075,es
60.1234932,24.4412965,en
54.193695,37.629247,ru
48.495625,9.1851835,de
48.495625,9.1851835,de
53.460145,-1.9934155,en
52.1638205,5.395512999999999,und
40.946026,30.489447499999997,tr
52.5962595,-1.999259,en
52.3935355,0.945875,en
36.672709,-6.35906,it
36.672709,-6.35906,es
54.068005,-2.7751315,und
41.392657,2.1412275000000003,ca
53.0968815,-1.383389,und
53.0968815,-1.383389,en
53.0968815,-1.383389,und
55.1314185,-1.7396195,en
51.4074535,5.373097,nl
51.470913,7.2257295,uk
41.18582415,28.9680636,tr
54.068005,-2.7751315,en
46.8358605,7.658326,pt
53.7295805,10.255717,de
53.7295805,10.255717,de
53.7295805,10.255717,de
53.7295805,10.255717,de
53.7295805,10.255717,und
42.1970575,-8.771557,en
46.6078165,14.030277,en
37.977540000000005,34.674335,tr
37.977540000000005,34.674335,tr
37.977540000000005,34.674335,tr
53.647392499999995,-1.811758,en
55.7547875,37.427642500000005,und
55.7547875,37.427642500000005,und
40.8541125,14.243452,it
52.033567000000005,-0.7640635,en
50.078967500000005,8.467127999999999,und
53.632616,-3.0033305,en
53.632616,-3.0033305,en
47.6229785,-2.738053,und
38.137489,13.3472125,it
55.9270165,-4.3289349999999995,es
52.057782,1.236786,en
52.057782,1.236786,und
52.057782,1.236786,en
41.0552565,0.9645645,ca
41.0552565,0.9645645,es
52.2204505,0.5115780000000001,en
52.2204505,0.5115780000000001,en
42.3196765,43.3664365,ru
53.2934265,-3.001674,en
53.4198785,-2.915427,en
53.4198785,-2.915427,en
58.386686,15.588943,sv
53.2623165,-1.219326,en
42.68031,-8.4709055,es
53.575758,-0.16596850000000002,en
54.6633135,-2.7527265,en
54.6633135,-2.7527265,en
52.969719,-1.172266,en
51.3854455,-0.2527539999999999,en
51.3854455,-0.2527539999999999,en
51.3854455,-0.2527539999999999,en
43.46464,-3.826149,es
43.46464,-3.826149,es
50.151925,-5.0740479999999994,en
50.151925,-5.0740479999999994,en
50.151925,-5.0740479999999994,en
50.151925,-5.0740479999999994,en
44.4663285,16.4688705,und
41.9844735,2.8404005000000003,pt
40.719239,22.9114835,el
40.719239,22.9114835,el
53.0644035,-2.5142575000000003,en
53.0644035,-2.5142575000000003,en
40.4777945,-3.7035075,es
43.6469265,7.0982785,fr
55.85830249999999,-4.2417514999999995,en
55.85830249999999,-4.2417514999999995,en
40.524724,-3.8161535,es
42.850613,-2.6986055,es
42.850613,-2.6986055,es
42.850613,-2.6986055,es
42.850613,-2.6986055,es
42.850613,-2.6986055,es
55.7547875,37.427642500000005,en
53.801956,-1.56549,und
53.575539,-1.4143495,en
51.4402245,0.206629,en
51.4402245,0.206629,und
40.4777945,-3.7035075,es
52.400882,0.261901,en
51.5936485,-1.2377155000000002,en
51.5936485,-1.2377155000000002,en
51.5936485,-1.2377155000000002,en
51.5936485,-1.2377155000000002,et
51.5936485,-1.2377155000000002,en
51.4516565,-0.1937195,en
40.6560175,30.2282975,tr
51.457877,-2.5853900000000003,en
51.457877,-2.5853900000000003,en
41.712076,12.6423065,it
41.547756500000006,-0.9579105,en
48.8588335,2.347003,und
48.8588335,2.347003,fr
51.560587,0.2105895,en
51.560587,0.2105895,en
40.87641,29.25979,tr
37.061321,37.377293,tr
51.464686,-0.0706035,en
59.4250075,24.7382145,ru
48.8588335,2.347003,fr
48.8588335,2.347003,fr
45.44719,9.22134,it
51.432565499999995,0.361443,en
51.3854455,-0.2527539999999999,en
55.85830249999999,-4.2417514999999995,und
55.85830249999999,-4.2417514999999995,en
37.23487608,-7.62209937,pt
48.8588335,2.347003,fr
45.461345,9.1593365,it
53.47747603,-2.90063395,en
55.1314185,-1.7396195,en
55.1314185,-1.7396195,en
51.3957625,0.474782,en
52.2204505,0.5115780000000001,en
51.44944444,-0.27388889,en
39.8889765,32.8183815,tr
47.3358445,-2.404686,fr
38.5982485,-9.1133285,en
53.4559985,-2.3312305,en
48.551248,12.151517,de
40.6051975,29.2598655,tr
40.9691995,39.7140255,tr
48.723972,2.3575600000000003,fr
50.3558405,3.4018875,fr
52.4583765,10.178732,und
53.144535000000005,5.839781,nl
53.144535000000005,5.839781,nl
39.816409500000006,42.589785500000005,tr
55.85830249999999,-4.2417514999999995,en
51.5148305,-0.0350195,en
53.220721,-0.54739,en
43.345661,-8.422813000000001,es
52.75731,0.41573,en
51.578886999999995,-3.2246930000000003,en
51.5037865,-0.18919,und
55.85830249999999,-4.2417514999999995,en
51.2605565,4.3581900000000005,nl
39.4224845,-0.352529,es
39.4224845,-0.352529,pt
48.9267535,2.365844,ar
48.9267535,2.365844,ar
53.4198785,-2.915427,und
53.4198785,-2.915427,und
53.4198785,-2.915427,en
51.4603395,-0.115406,en
51.5651955,-0.2631405,en
52.2976445,-1.930983,en
52.2976445,-1.930983,und
39.6521855,26.9140555,und
40.35259,18.17774,ht
39.8889765,32.8183815,tr
40.6619325,-3.723863,es
43.345661,-8.422813000000001,es
52.24673602,-1.3238056,en
52.506701,13.4246065,de
52.506701,13.4246065,und
52.506701,13.4246065,en
48.8588335,2.347003,en
51.498387,-0.216108,en
41.0783915,-8.561306,pt
53.36984253,-6.31259014,en
55.9431955,-3.2030085,en
55.7547875,37.427642500000005,es
52.08419,5.0827670000000005,es
52.08419,5.0827670000000005,und
52.08419,5.0827670000000005,es
52.08419,5.0827670000000005,es
52.08419,5.0827670000000005,es
50.8610085,-1.4107275,en
37.38319799999999,-5.923545000000001,und
37.38319799999999,-5.923545000000001,es
41.8984165,12.5451455,it
37.78457,-0.9632865,es
37.830451,-0.7952079999999999,es
53.494598,-6.235720000000001,en
53.494598,-6.235720000000001,und
37.18435,-5.7793,es
37.18435,-5.7793,es
37.18435,-5.7793,es
41.467262000000005,2.064897,ca
41.467262000000005,2.064897,ca
41.467262000000005,2.064897,es
41.467262000000005,2.064897,ca
45.461345,9.1593365,ar
49.2126065,-2.132504,en
52.4939665,-1.8906405,en
53.32798,-2.7164625,en
52.7295,1.3616,en
51.4405145,-0.306996,en
54.068005,-2.7751315,en
54.068005,-2.7751315,en
41.8984165,12.5451455,fr
38.137489,13.3472125,it
52.898983,6.8850025,en
38.2005775,37.199823,tr
51.75244,-0.320442,en
38.610812499999994,27.3527145,tr
40.202796000000006,29.1205295,tr
40.9735915,39.517935,tr
53.494598,-6.235720000000001,en
36.7766755,28.80588,tr
51.291698999999994,-0.07395299999999999,en
51.291698999999994,-0.07395299999999999,en
41.545639,1.893817,ca
41.545639,1.893817,ca
41.545639,1.893817,ca
51.4970015,-3.1798,und
54.595869,-5.928413,en
41.27623705,36.34937044,tr
44.836092,20.388116,und
44.836092,20.388116,sl
53.151291,6.6215785,nl
53.151291,6.6215785,nl
53.151291,6.6215785,nl
39.4224845,-0.352529,pt
51.464686,-0.0706035,en
39.2748885,-9.1618905,und
51.57558519,-0.10226432,en
51.57558519,-0.10226432,en
50.5301655,5.975445000000001,fr
50.5301655,5.975445000000001,fr
53.906042,-6.395643,en
53.906042,-6.395643,en
38.835554,-9.3605895,pt
38.835554,-9.3605895,pt
51.7847335,21.17692,pl
54.591649,-5.7945875,en
52.1100364,5.7119326,nl
53.9318445,-1.2074825,en
53.9318445,-1.2074825,und
53.9318445,-1.2074825,und
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,und
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
53.9318445,-1.2074825,en
40.84890849999999,30.411391,tr
54.153403999999995,-3.1817635,en
54.153403999999995,-3.1817635,en
47.377469000000005,8.5367615,de
43.509797,-5.6919445,es
44.5526965,19.3460215,ru
44.5526965,19.3460215,sr
44.5526965,19.3460215,de
59.934148,30.328698,ru
58.3612505,8.5403055,en
53.494598,-6.235720000000001,fi
52.404436,-4.0016169999999995,en
45.461345,9.1593365,en
45.461345,9.1593365,it
51.798623500000005,-0.660743,en
43.320681,-1.790589,und
52.506701,13.4246065,et
52.192372000000006,-1.701262,und
52.192372000000006,-1.701262,und
52.192372000000006,-1.701262,en
52.192372000000006,-1.701262,en
49.439987,11.13536,de
49.439987,11.13536,de
49.439987,11.13536,de
45.461345,9.1593365,en
41.1385595,29.2145745,tr
41.1385595,29.2145745,tr
41.1385595,29.2145745,tr
43.4740935,-3.5538445000000003,es
39.9300615,32.680234999999996,tr
51.4970015,-3.1798,und
53.257283,-6.174398500000001,en
43.7807085,11.244817,ja
43.2943095,5.405274,und
43.2943095,5.405274,en
45.701410499999994,4.9475575,fr
45.701410499999994,4.9475575,fr
51.4715045,0.0149895,en
51.4715045,0.0149895,en
45.29018,19.830623,und
45.29018,19.830623,und
43.9118285,17.6727535,und
43.9118285,17.6727535,und
43.9118285,17.6727535,und
43.9118285,17.6727535,und
45.461345,9.1593365,it
45.461345,9.1593365,it
45.461345,9.1593365,it
45.461345,9.1593365,it
45.461345,9.1593365,it
45.461345,9.1593365,en
45.549269499999994,8.9790475,it
44.836092,20.388116,und
51.464686,-0.0706035,en
51.464686,-0.0706035,en
38.191078000000005,-2.006604,es
38.191078000000005,-2.006604,es
39.8889765,32.8183815,tr
37.994086,23.806559,el
55.9431955,-3.2030085,en
55.9431955,-3.2030085,en
55.9431955,-3.2030085,en
60.183343,24.675134999999997,pt
60.183343,24.675134999999997,und
60.183343,24.675134999999997,fi
60.183343,24.675134999999997,pt
60.183343,24.675134999999997,fi
60.183343,24.675134999999997,und
51.524835499999995,-0.17311500000000002,en
41.5121675,2.1882764999999997,ca
39.8889765,32.8183815,tr
38.6676155,39.197963,tr
55.859916,-4.0311015,und
47.498718,8.73316,de
47.498718,8.73316,de
52.128213,-0.214424,und
52.128213,-0.214424,en
40.202796000000006,29.1205295,und
46.5847195,0.371571,fr
46.5847195,0.371571,fr
45.676745,13.7834295,it
48.6726065,19.699694,cs
53.475034,-2.882006,en
47.2381615,-1.5607395,fr
48.8588335,2.347003,fr
48.8588335,2.347003,fr
55.611852,-4.4967795,en
40.8541125,14.243452,und
40.8541125,14.243452,und
40.8541125,14.243452,und
40.8541125,14.243452,und
40.8541125,14.243452,und
39.948528,-0.07543849999999999,es
52.2328355,21.06179,pl
53.2218045,7.065484,nl
53.2218045,7.065484,nl
41.8984165,12.5451455,it
48.5889855,6.1337025,fr
45.901122,1.4035665000000002,tr
52.2976445,-1.930983,en
52.2976445,-1.930983,en
52.2976445,-1.930983,en
52.2976445,-1.930983,en
52.2976445,-1.930983,en
44.994437000000005,-0.4378515,fr
51.4970015,-3.1798,en
48.8588335,2.347003,fr
41.6693305,-4.779514,es
47.324062,-2.153715,und
42.3678905,14.1552525,it
42.3678905,14.1552525,und
40.545096,-3.6258845,es
55.9431955,-3.2030085,en
49.93097104,7.51207846,en
52.924444,-1.2301575,en
52.924444,-1.2301575,en
58.882667999999995,5.8591715,en
58.882667999999995,5.8591715,et
58.882667999999995,5.8591715,en
58.882667999999995,5.8591715,en
58.882667999999995,5.8591715,en
58.882667999999995,5.8591715,en
58.882667999999995,5.8591715,en
57.06275,12.48243056,no
51.4619215,0.3605635,und
51.6791035,-3.230235,en
41.358305,2.111878,es
41.358305,2.111878,es
40.4777945,-3.7035075,es
40.4777945,-3.7035075,es
40.4777945,-3.7035075,es
53.0464505,8.531516,it
50.046262,20.005696,hu
50.05958,14.4658755,cs
52.354728,4.9040535,nl
52.354728,4.9040535,nl
52.354728,4.9040535,nl
53.429852,14.624604,pl
43.610396,3.8742675,fr
48.528402,-2.0703065,it
48.422723000000005,2.1524705,fr
54.9840725,9.3181095,en
54.9840725,9.3181095,und
54.9840725,9.3181095,en
59.347984,30.138900999999997,ru
51.2197385,6.617709,es
50.8098005,19.1219235,pl
52.706882,5.5079695,nl
51,10,pt
46.1490785,14.9929975,en
51.1878095,-1.526023,en
51.1878095,-1.526023,en
51.1878095,-1.526023,en
